"inq_last_6mths","pub_rec","revol_bal","dti","home_ownership"
0,0,3433,7.63,"RENT"
2,0,NA,23.4,"MORTGAGE"
1,NA,3643,NA," "
NA,0,NA,NA,"RENT"
0,2,5992,NA," "
NA,0,42006,NA,"MORTGAGE"
0,0,7254,16.53,"RENT"
3,0,27641,13.8,NA
NA,0,5639,NA,"OWN"
0,0,14293,NA,"RENT"
2,0,6232,NA," "
NA,0,NA,23.85,"MORTGAGE"
1,NA,4521,12.84,"MORTGAGE"
1,0,4171,23.6,"RENT"
0,0,9791,10.25,"RENT"
0,0,6999,NA,"RENT"
0,0,3856,16.8,"OWN"
0,0,9677,14.35,""
1,NA,17562,14.53,"n/a"
2,0,13170,18.39," "
1,0,9466,0.78," "
1,0,11865,24.41,"RENT"
1,0,NA,NA,"RENT"
1,0,3987,14.79,"RENT"
0,0,NA,21.55," "
NA,0,11088,23.74,"RENT"
3,0,14991,19.23,NA
NA,0,28638,NA,"MORTGAGE"
2,0,5420,NA," "
1,0,NA,18.37,"MORTGAGE"
1,0,8938,23.92,"RENT"
NA,0,NA,NA,"RENT"
0,1,NA,NA," "
0,NA,38951,11.64," "
NA,0,NA,NA,"MORTGAGE"
0,1,17147,9.53,"n/a"
0,0,43351,NA,"MORTGAGE"
NA,4,NA,4.68,"RENT"
NA,0,22095,NA,"RENT"
1,0,NA,NA,"MORTGAGE"
1,1,NA,19.84,"MORTGAGE"
0,0,359,0.58,""
0,NA,21778,NA," "
0,0,1852,NA,"RENT"
0,0,20430,22.09,"MORTGAGE"
0,0,42584,NA,"MORTGAGE"
2,0,46976,27.49,""
0,NA,11926,24.16,"n/a"
NA,0,NA,24.87,"RENT"
0,1,8917,NA," "
NA,0,22457,15.76,"OWN"
0,0,23810,2.38,"RENT"
2,0,4828,13.35,"RENT"
1,1,NA,13.24,"RENT"
0,1,NA,NA,"RENT"
3,0,NA,23.13,"RENT"
0,1,5265,20.78,NA
0,0,47443,29.4,"MORTGAGE"
1,1,5510,21.62," "
0,0,9029,26.08,"RENT"
0,1,5133,NA,"n/a"
NA,0,8825,33.24,"n/a"
0,0,NA,17.77," "
2,NA,NA,8.2," "
0,1,10778,29.81,NA
0,0,3891,11.54,"RENT"
1,0,8523,12.33,"MORTGAGE"
0,NA,0,10.95,"n/a"
0,0,4699,24.85,"RENT"
0,NA,4325,NA,"MORTGAGE"
2,0,28236,12.59,"MORTGAGE"
1,0,NA,26.4,NA
0,1,7559,10.43,"MORTGAGE"
0,NA,45071,24.6,"MORTGAGE"
1,0,5574,14.04,"RENT"
3,0,3387,NA," "
NA,0,NA,23.73,"n/a"
0,NA,NA,9.96," "
1,0,NA,22.14," "
0,0,3060,5.83,"RENT"
1,0,NA,12.47,"MORTGAGE"
0,0,38002,29.95," "
3,0,9060,31.82,""
0,2,5981,18.88,"OWN"
2,0,6182,22.26," "
0,0,4956,21.56,"RENT"
0,0,NA,33.92," "
0,0,17668,17.45,"n/a"
0,0,14071,17.42,"RENT"
0,0,NA,32.95," "
NA,0,4160,NA,""
1,0,5248,8.4,"RENT"
1,0,7560,11.77,"MORTGAGE"
0,0,NA,NA,"MORTGAGE"
0,NA,1559,37.41,"n/a"
NA,0,NA,NA," "
NA,0,NA,8.76,"MORTGAGE"
2,0,5045,25.18,"MORTGAGE"
NA,0,NA,6.8,"n/a"
0,0,7952,22.26," "
2,0,10542,NA,""
0,0,NA,16.53,"MORTGAGE"
0,0,22364,NA," "
NA,0,18841,6.53,"RENT"
1,0,NA,18.72,"MORTGAGE"
NA,0,13939,NA,NA
NA,0,45671,27.1,"n/a"
3,0,21386,29.57,"MORTGAGE"
1,0,NA,24.55," "
1,0,105795,8.68,"MORTGAGE"
0,0,NA,19.71,""
3,1,NA,11.69,"MORTGAGE"
0,0,75661,NA,"RENT"
4,0,7532,NA,"n/a"
NA,0,16136,24.43," "
1,NA,42305,NA,""
0,0,NA,35.39,"RENT"
0,0,NA,NA,"RENT"
NA,0,27226,32.22,"OWN"
NA,0,2173,11.31,"MORTGAGE"
0,0,9330,NA,"n/a"
NA,0,NA,NA,"RENT"
2,NA,38367,23.82,"OWN"
NA,0,13070,19.38,"RENT"
0,0,22667,NA,NA
NA,0,NA,26.91,"MORTGAGE"
0,1,NA,NA,"RENT"
2,1,43612,16.53,"MORTGAGE"
2,0,30645,NA,"n/a"
NA,NA,NA,12.88,"MORTGAGE"
0,0,NA,NA," "
2,1,64,NA,""
1,0,14050,15.29,NA
NA,0,14945,34.56,"RENT"
0,1,21112,6.7,"RENT"
1,0,8161,NA,"RENT"
0,0,NA,16.18,""
1,NA,23607,18.15,"RENT"
2,1,12103,11,"n/a"
3,1,NA,22.29,"MORTGAGE"
0,0,NA,21.33,"MORTGAGE"
2,1,5140,8.55,"OWN"
0,0,10626,10.52,"MORTGAGE"
NA,0,25460,NA,"RENT"
0,NA,NA,26.37,"MORTGAGE"
NA,0,17503,25.79," "
0,0,16453,14.53,"RENT"
4,1,3958,31.63,"RENT"
0,NA,NA,NA,"RENT"
1,1,11300,14.57," "
0,0,NA,NA,"OWN"
NA,0,5620,37.4,""
NA,0,26127,15.87,"n/a"
NA,0,11181,13.74,"MORTGAGE"
1,0,21575,22.72,"RENT"
0,0,52719,14.89,"MORTGAGE"
0,0,2024,23.56,"RENT"
2,0,NA,NA,"MORTGAGE"
1,0,NA,12.44," "
0,0,NA,NA," "
0,1,15665,NA,"MORTGAGE"
2,2,3119,6.5,"MORTGAGE"
5,0,NA,10.97," "
NA,0,NA,18.85,"n/a"
0,0,28665,29.45,"MORTGAGE"
NA,0,6526,16.34,""
0,0,NA,19.74," "
0,0,9824,NA,"n/a"
0,0,11748,19.46,"OWN"
1,0,5232,8.78,"n/a"
0,0,NA,22.78,"MORTGAGE"
NA,0,11823,17.81,"n/a"
1,NA,NA,30.05,"RENT"
NA,0,6386,NA," "
3,0,8076,20.67,"OWN"
0,0,5347,13.4,"RENT"
0,0,30428,11.86," "
0,0,NA,9.63,"MORTGAGE"
1,0,22372,18.27,"MORTGAGE"
2,0,NA,8.8,"MORTGAGE"
0,0,4321,17.96,"MORTGAGE"
0,NA,15009,23.06,"RENT"
2,0,10557,15.36,"MORTGAGE"
0,0,NA,7.54," "
1,0,33807,32.01," "
0,0,13372,NA,"MORTGAGE"
NA,0,8118,8.88,"MORTGAGE"
0,0,NA,28.01,"RENT"
1,0,NA,NA,"RENT"
0,1,7562,NA,"RENT"
2,0,7217,20.13," "
0,0,3944,12.18," "
1,1,3448,12.81," "
NA,0,8378,NA," "
0,0,16569,20.41,"MORTGAGE"
0,0,8336,NA,NA
NA,1,4086,NA,"RENT"
0,0,NA,7.83," "
0,0,NA,13.93,"MORTGAGE"
NA,0,12406,NA,"MORTGAGE"
1,1,3109,15.68,"OWN"
1,1,4801,18.88," "
0,1,9784,6.06," "
2,0,NA,26.48,"MORTGAGE"
0,0,1695,3.24,NA
0,0,NA,16.93," "
0,0,44893,NA,"MORTGAGE"
0,0,3869,2.97,"MORTGAGE"
0,0,NA,4.29,"MORTGAGE"
0,0,NA,NA,"MORTGAGE"
4,0,28249,22.8,""
0,0,NA,17.65,""
1,1,5177,NA," "
2,0,53401,NA," "
0,0,6416,11.4," "
2,0,16292,7.72,"RENT"
0,0,27126,25.83," "
0,0,NA,18.58,"MORTGAGE"
1,0,14652,8.12,"MORTGAGE"
0,0,18111,20.1,"MORTGAGE"
1,NA,10917,21.55,"OWN"
0,1,NA,20.94,"MORTGAGE"
1,0,8810,9.34,"MORTGAGE"
0,NA,NA,NA,"RENT"
2,0,27108,25.99,"MORTGAGE"
1,0,35849,13.36," "
3,0,12568,11.7," "
0,0,11850,28.71,"MORTGAGE"
0,0,34185,NA,"MORTGAGE"
0,0,NA,NA,"RENT"
1,0,35629,NA,"n/a"
2,0,20604,19.37," "
NA,0,38633,25.32,""
NA,0,7552,26.58,"RENT"
1,2,4481,NA,"RENT"
NA,1,6838,13.07," "
0,0,3839,NA,"MORTGAGE"
3,NA,20797,NA,NA
1,0,23241,29.63," "
0,0,13830,26.41,"RENT"
NA,0,32594,NA," "
1,0,7839,25.88,"RENT"
NA,1,1874,23.11,"RENT"
NA,0,NA,13.06,"n/a"
2,0,3170,NA,"MORTGAGE"
0,1,2860,16.39,"OWN"
0,0,NA,8.89,"RENT"
NA,0,1035,NA,"MORTGAGE"
2,0,NA,NA,"RENT"
NA,0,3461,13.95,"n/a"
2,0,6207,10.12," "
3,1,NA,9.98,"OWN"
1,1,5486,6.31,"MORTGAGE"
0,0,15848,NA,"MORTGAGE"
2,0,NA,36.53," "
0,0,6429,21.56,"RENT"
2,0,7556,9.34,"RENT"
NA,0,NA,11.52,NA
2,0,6704,NA,"OWN"
2,0,NA,6.75," "
0,0,6187,9.73,"RENT"
3,0,11145,NA,"n/a"
1,1,7321,28.83,"RENT"
1,NA,NA,29.34,"MORTGAGE"
0,0,7324,18.52,""
2,0,16526,12.7,NA
1,0,NA,22.83,"RENT"
0,0,17880,NA,"MORTGAGE"
0,1,8697,29.25,"RENT"
0,0,6869,20.08,""
0,0,NA,14.88,"n/a"
1,1,12845,16.55,"RENT"
2,1,13140,24.66," "
0,0,14092,27.57,"MORTGAGE"
0,0,8960,NA,"n/a"
0,0,23379,NA,"n/a"
2,0,NA,8.2,""
1,0,44333,21.14," "
0,1,10600,22.43,"MORTGAGE"
2,NA,11716,NA,"MORTGAGE"
0,0,NA,14.09,"MORTGAGE"
0,0,8460,28.8,"RENT"
0,0,NA,14.87," "
1,0,NA,NA,"MORTGAGE"
NA,0,39510,28.95,"MORTGAGE"
0,0,13436,NA,"MORTGAGE"
0,0,3928,NA,"RENT"
NA,0,NA,23.45,"MORTGAGE"
0,0,2739,11.42,"RENT"
0,0,33911,6.2,"RENT"
NA,0,NA,NA,"n/a"
2,0,99231,NA," "
0,0,4100,25.33,""
0,0,22226,24.37,"n/a"
0,0,17863,NA,NA
NA,0,31325,13.85,"RENT"
1,0,NA,14.4,"RENT"
1,1,17100,28.68,"n/a"
1,0,NA,45.77,"n/a"
0,0,NA,3.7," "
NA,0,NA,7.12,"n/a"
1,NA,10254,17.02,"MORTGAGE"
0,0,NA,16.39,"OWN"
0,1,NA,11.79,"RENT"
0,NA,NA,NA,"RENT"
NA,0,9219,15.98," "
NA,NA,28925,NA,"RENT"
NA,0,NA,28.54,"RENT"
NA,0,NA,25.59,"RENT"
1,0,15815,15.72,"RENT"
1,0,24168,NA,""
0,1,869,15.14,""
1,0,13121,17.3,NA
1,0,14410,34.75,"n/a"
0,0,8745,14.17,"RENT"
0,0,85894,4.75,"MORTGAGE"
1,0,NA,26.95,"OWN"
0,0,13317,26.34,NA
NA,0,8126,19.11,"RENT"
NA,NA,3952,9.13,"MORTGAGE"
0,0,13770,23.28,NA
2,0,NA,NA,"MORTGAGE"
3,1,2755,10.98,"MORTGAGE"
NA,0,47420,21.86,"RENT"
1,0,100258,25.43,"MORTGAGE"
0,0,9450,15.63,"RENT"
1,NA,NA,9.53,"MORTGAGE"
NA,1,1711,23.26,"RENT"
NA,0,12049,NA,"MORTGAGE"
0,0,41185,19.46," "
0,0,32228,20.53,NA
1,0,5224,12.62,"RENT"
0,NA,NA,NA," "
0,0,8756,11.12,"RENT"
0,0,6036,NA,"OWN"
1,NA,24581,9.91,"RENT"
NA,1,3040,22.9,"OWN"
1,1,NA,16.71,NA
0,0,7905,10.22,"RENT"
2,0,6300,16.08,"RENT"
0,0,15419,NA,NA
0,0,37932,NA," "
2,0,17959,24.86,"RENT"
NA,1,NA,20.92,NA
0,1,4711,4.34,"RENT"
NA,0,7568,17.76,"RENT"
2,NA,635,NA,"n/a"
1,0,NA,36.36,NA
0,0,NA,24.38,"RENT"
NA,0,34204,11.02,"RENT"
0,0,5425,12.77,NA
0,0,20628,14.12," "
0,0,19651,21.19," "
0,0,23048,29.52,"OWN"
0,1,NA,20.88,"n/a"
NA,0,NA,14.08,"RENT"
0,0,34434,5.76,"RENT"
0,0,12313,NA,"MORTGAGE"
NA,0,14846,17.51,"MORTGAGE"
0,0,24828,13.85," "
0,NA,12473,16.22," "
0,0,NA,NA,"MORTGAGE"
1,NA,NA,4.24,"MORTGAGE"
0,1,58,16.62,"RENT"
1,1,8298,NA,"MORTGAGE"
0,0,1978,6.04," "
0,0,NA,18.5,"RENT"
0,0,30179,19.12,"MORTGAGE"
1,0,27018,16.02,"RENT"
NA,0,28123,38.4,"n/a"
1,1,6775,NA,"RENT"
1,1,0,13.22,"n/a"
NA,0,8739,5.34,"RENT"
1,0,8604,12.78,"RENT"
NA,0,45435,35.84,"MORTGAGE"
1,1,NA,NA,"MORTGAGE"
0,NA,12478,28.83,"RENT"
2,0,NA,12.2,"MORTGAGE"
0,0,NA,27.73,"MORTGAGE"
0,NA,12144,NA,"MORTGAGE"
1,0,NA,12.95,"RENT"
2,0,NA,17.57,"RENT"
2,0,11800,22.09,"OWN"
0,0,NA,NA,"n/a"
0,0,17820,13.55,"MORTGAGE"
0,0,17350,19.16,"OWN"
NA,0,6627,NA,"MORTGAGE"
0,NA,12756,NA,"RENT"
NA,0,27849,14.16," "
2,0,NA,13.58," "
1,0,NA,7.77,"MORTGAGE"
0,0,12727,20.33,"MORTGAGE"
1,0,27247,13.18,NA
1,1,11273,28.85," "
1,0,32517,NA,"RENT"
0,NA,12271,18.89,"RENT"
0,0,NA,25.26,"RENT"
2,0,51740,30.67,"n/a"
1,0,26568,9.45,"MORTGAGE"
0,0,27462,NA,"RENT"
4,0,4389,10.33,"MORTGAGE"
1,1,8274,15.58,"MORTGAGE"
0,0,15972,26.71," "
0,0,4606,27.13," "
1,1,9265,14.53,"RENT"
NA,0,36958,25.2,"MORTGAGE"
0,0,NA,17.58," "
0,0,NA,33.26,"MORTGAGE"
0,0,5002,NA," "
1,0,NA,NA," "
NA,0,12794,10.49," "
0,0,6944,17.79,"RENT"
1,0,3243,NA,NA
0,0,3134,NA,"RENT"
1,0,NA,24.99," "
0,0,12510,NA,"MORTGAGE"
1,NA,7126,31.1," "
2,1,22139,NA,"MORTGAGE"
0,3,NA,11.49,""
1,0,NA,NA," "
1,2,NA,12.7,"MORTGAGE"
0,0,13764,37.76,"n/a"
1,0,24989,NA,"n/a"
0,NA,20548,20.44," "
0,0,34204,23.63," "
NA,0,3989,18.64,"RENT"
NA,0,NA,7.97,"RENT"
1,1,9030,NA,"RENT"
0,0,NA,NA,"RENT"
1,0,11199,17.4,"RENT"
0,0,NA,21.41,"RENT"
2,0,26496,32.09,"n/a"
0,0,71253,NA,"OWN"
0,0,10442,4.82,"RENT"
NA,0,17783,NA,"MORTGAGE"
NA,1,17866,24.77," "
0,0,12446,30.39,""
NA,0,NA,28.25,"MORTGAGE"
3,0,2191,4.17," "
1,1,NA,11.44," "
4,0,19435,14.74,"n/a"
2,0,334,NA,"OWN"
1,0,NA,15.08,"n/a"
5,0,9487,27.98,"RENT"
3,0,9158,13.01,""
1,0,NA,12.67,"MORTGAGE"
1,0,12520,15.5,"MORTGAGE"
NA,0,12145,NA,"RENT"
1,0,748,19.45,"RENT"
0,0,8590,30.03,"MORTGAGE"
0,0,7345,30.69,"n/a"
0,0,786,13.38,"RENT"
0,0,3371,2.87,"RENT"
1,0,16281,32.11,"n/a"
NA,0,8203,NA,"MORTGAGE"
1,0,19450,28.73,NA
0,0,NA,6.25," "
NA,0,9009,30.46,"MORTGAGE"
NA,0,9793,22.34," "
1,0,10643,10.64,"MORTGAGE"
NA,NA,9396,14.22,""
0,0,11817,17.69,"MORTGAGE"
0,0,13383,NA," "
1,0,NA,1.21,"RENT"
0,0,12737,6.09," "
2,0,38848,NA,"n/a"
0,2,6947,18.24,"RENT"
1,0,8407,21.16,"RENT"
1,1,4300,10.61," "
NA,0,10207,22.08,"RENT"
NA,0,7654,NA,"MORTGAGE"
0,NA,NA,29.83," "
1,0,58078,14.61," "
2,1,NA,NA,"OWN"
1,0,16961,13.2,"n/a"
3,1,3708,24.08," "
1,0,6986,13.73,"MORTGAGE"
1,0,9869,25.96,"n/a"
2,0,3967,NA," "
1,0,35506,28.89," "
0,0,NA,12.43,"RENT"
1,1,11792,NA,"RENT"
0,0,27395,23.31,"n/a"
1,NA,28192,19.77,"n/a"
0,0,26701,10.57,"OWN"
0,0,24253,35.92,"MORTGAGE"
NA,0,20304,9.18,"OWN"
0,0,20039,21.54,"n/a"
1,0,NA,8.05,"MORTGAGE"
0,0,42481,25.72,"OWN"
0,0,NA,10.63,"RENT"
1,NA,8452,5.61,"OWN"
1,0,1454,NA," "
NA,0,10797,18.27,NA
0,0,23237,34.34,"n/a"
1,0,11456,10.63,"MORTGAGE"
0,0,457,19.76,"RENT"
0,0,37481,NA,"MORTGAGE"
7,0,13255,15.76,"RENT"
2,0,NA,10.93,NA
0,1,705,14.54,""
NA,3,NA,NA,"n/a"
0,0,20544,32.4,"MORTGAGE"
0,0,7578,NA,"MORTGAGE"
NA,0,20538,29.67,"RENT"
0,0,7544,NA,"n/a"
NA,0,8254,NA,"RENT"
4,0,4483,15.44,"n/a"
1,0,10088,NA,"MORTGAGE"
0,0,23661,12.24,""
0,1,15476,5.11,"MORTGAGE"
1,0,6928,19.46," "
1,0,15689,33.06," "
NA,0,21079,24.13,NA
0,1,15003,20.08,""
1,0,29548,NA,"RENT"
0,0,18710,NA,"MORTGAGE"
0,0,16760,NA,"n/a"
NA,0,7877,19.38," "
NA,0,12284,29.35,"RENT"
2,0,11878,13.73,"MORTGAGE"
0,0,NA,20.14,"RENT"
1,0,23381,29.98," "
0,0,NA,NA," "
0,0,NA,NA,"MORTGAGE"
1,0,NA,NA,"n/a"
0,0,4946,NA,"MORTGAGE"
3,0,6266,11.73,"MORTGAGE"
0,0,NA,11.98,""
NA,0,30843,17.94,NA
0,0,18405,22.33,"MORTGAGE"
1,0,5962,NA,"MORTGAGE"
1,NA,13744,28.93,"n/a"
1,0,NA,14.19,"OWN"
NA,3,7681,11.31,"MORTGAGE"
0,NA,5408,NA,"MORTGAGE"
NA,1,11658,25.55,"MORTGAGE"
0,0,NA,NA,"MORTGAGE"
NA,0,NA,NA,NA
NA,0,12742,15.38,"MORTGAGE"
1,0,NA,14.9,"n/a"
0,0,NA,NA," "
0,0,4333,34.94,"RENT"
0,0,20325,18.78,""
0,0,NA,NA,"RENT"
0,0,19588,9.43,"OWN"
0,2,12441,9.88,"MORTGAGE"
1,0,NA,31.12,"MORTGAGE"
NA,0,NA,31.89," "
0,0,NA,22.23,NA
0,0,NA,NA,"RENT"
NA,0,NA,19.53,"MORTGAGE"
0,NA,8658,7.94,"MORTGAGE"
1,0,17366,26.98,"RENT"
0,0,NA,18.73," "
NA,1,8391,21.57,"OWN"
NA,0,NA,24.05,"MORTGAGE"
0,0,11499,20.29,"MORTGAGE"
2,0,13941,12.92,"RENT"
4,0,27433,13.43," "
0,NA,248878,NA,"MORTGAGE"
NA,0,NA,27.1," "
NA,NA,14861,25.27,"n/a"
0,0,6252,NA,"MORTGAGE"
1,0,37306,21.16,"MORTGAGE"
1,0,NA,NA," "
NA,0,NA,11.57,"MORTGAGE"
0,0,24511,29.06,"RENT"
3,0,NA,20.87,"MORTGAGE"
NA,0,21086,NA,"MORTGAGE"
NA,NA,10731,17.58,"RENT"
0,0,40285,NA," "
NA,0,7716,NA,NA
0,0,9206,18.84,"OWN"
NA,0,10523,19.03,"OWN"
0,0,288260,17.58,"n/a"
0,2,25872,2.79,"MORTGAGE"
1,0,NA,15.81,"MORTGAGE"
0,1,12728,13.87,"RENT"
0,0,6316,26.4,"RENT"
0,0,4514,NA," "
0,0,4940,NA,"RENT"
1,0,NA,33.87,""
NA,0,917,NA,""
0,0,1003,15.46,"RENT"
0,0,22886,NA,"RENT"
1,0,14445,NA," "
0,0,13561,21.39,"MORTGAGE"
0,0,8253,29.73," "
NA,0,30227,NA,"n/a"
0,0,36538,NA,"MORTGAGE"
0,0,NA,16.71,"RENT"
0,0,7415,NA,"RENT"
0,0,39032,27.86," "
NA,0,7524,NA," "
0,0,24880,18.34,""
0,0,18663,7.04,"MORTGAGE"
0,0,15212,19.39," "
0,0,NA,NA,NA
1,0,114090,26.79,"MORTGAGE"
0,0,13539,12.48,"n/a"
0,0,17676,30.8," "
NA,NA,3385,12.4," "
0,0,22678,12.76,"MORTGAGE"
0,0,3273,5.91,"MORTGAGE"
0,NA,32895,14.58,"OWN"
NA,0,NA,25.54,"n/a"
0,0,19376,18.45,"n/a"
1,0,11261,26.73,"MORTGAGE"
NA,0,26422,30.63," "
0,0,27325,20.45,NA
1,0,NA,NA," "
0,0,NA,20.62,"n/a"
0,0,33624,NA,"MORTGAGE"
0,0,24234,NA," "
0,1,NA,24.88,"MORTGAGE"
1,0,NA,NA," "
1,0,20821,NA,"MORTGAGE"
2,0,37004,NA," "
NA,0,5731,25.59,"MORTGAGE"
NA,0,NA,22.39,"MORTGAGE"
NA,0,16689,26.48," "
2,0,NA,19.2,"RENT"
0,NA,17163,12.63," "
0,NA,16182,NA,""
3,0,NA,31.32," "
0,0,NA,NA," "
0,1,1219,17.28,"RENT"
2,0,12882,7.14,"n/a"
0,0,11965,1.43,"MORTGAGE"
2,0,0,0," "
NA,NA,13325,12.5,"MORTGAGE"
3,0,1629,24.9,"MORTGAGE"
0,0,NA,10.9," "
0,0,3612,13.95,"RENT"
5,0,42479,NA,"RENT"
2,0,NA,NA,"n/a"
NA,0,NA,29.53,"MORTGAGE"
1,0,15359,NA,"MORTGAGE"
0,NA,0,NA,"MORTGAGE"
NA,0,10252,31.13,"RENT"
NA,0,18357,5.61," "
0,0,13800,25.9,"RENT"
0,1,1932,11.79,"n/a"
0,0,21695,23.42,"OWN"
0,0,NA,28.5,"n/a"
1,0,18263,NA," "
0,1,NA,NA,"RENT"
0,0,NA,NA," "
3,0,NA,NA," "
0,0,NA,21.68,"n/a"
NA,0,25033,18.3,"RENT"
NA,0,12746,35.15," "
0,0,5254,11.83,"RENT"
1,0,NA,31.31," "
0,0,14306,29.32,"RENT"
1,1,NA,13.59," "
0,0,NA,15.22,"RENT"
1,1,NA,25.2,"RENT"
0,0,NA,8.13," "
1,0,24228,NA," "
NA,0,18913,20.36," "
1,0,22020,NA,"RENT"
2,0,20411,16.41,NA
NA,0,5094,19.4,"MORTGAGE"
2,3,2086,16.26," "
NA,0,40827,17.56,"MORTGAGE"
0,0,8348,NA,NA
4,NA,12974,NA,NA
1,0,NA,21.61,"RENT"
0,0,4507,21.51,"RENT"
NA,1,NA,NA,"RENT"
0,NA,25221,15.82," "
NA,1,NA,21.97,"OWN"
1,0,NA,NA,""
2,0,6029,26.06," "
1,1,27113,10.18," "
0,0,4494,34.8," "
NA,0,16516,22.48,"n/a"
0,3,6369,8.32,"MORTGAGE"
2,1,3658,NA,""
1,0,NA,NA,""
1,0,NA,14.9,NA
2,1,2740,2.85," "
0,0,36333,29.68," "
0,0,11876,NA,"RENT"
0,2,24238,16.59,"MORTGAGE"
1,0,7502,28.75,"RENT"
NA,0,2873,NA,"n/a"
0,0,10453,NA,"RENT"
NA,0,8524,28.7," "
0,0,14770,26.43,"n/a"
3,0,19590,16.7,"RENT"
2,0,28371,12.07,"n/a"
0,0,5839,NA,"MORTGAGE"
1,0,25280,13.47,"RENT"
1,0,7283,23.36,"RENT"
0,0,6701,NA,NA
1,0,6023,11.4,""
NA,5,44082,NA,"MORTGAGE"
NA,1,2158,12.04,"MORTGAGE"
0,1,860,13.82,"OWN"
0,NA,5405,NA,"RENT"
NA,0,7773,NA,"RENT"
2,0,13960,25.77,"n/a"
NA,0,28786,21.41,"RENT"
1,0,5586,NA,"MORTGAGE"
NA,0,242088,NA,"MORTGAGE"
1,0,10993,22.03,"OWN"
2,0,7699,NA," "
3,0,23988,NA," "
NA,0,1117,0.87," "
0,2,184933,NA,"MORTGAGE"
0,0,20997,23.65,NA
1,0,24757,12.31,"MORTGAGE"
2,NA,23988,12.77,"MORTGAGE"
0,0,NA,22.22,"MORTGAGE"
1,1,9574,20.12,"RENT"
1,0,NA,5.86," "
0,NA,11529,18.12," "
0,0,6999,12.97,"MORTGAGE"
0,0,31576,31.54,"MORTGAGE"
0,0,20128,NA," "
1,0,3126,NA,"n/a"
0,0,16539,17.88,"RENT"
3,0,14786,33,""
1,0,NA,21.12,"MORTGAGE"
NA,0,5316,10.9,"RENT"
1,0,12533,13.28,"RENT"
2,0,13748,29.14,NA
2,0,NA,NA,"MORTGAGE"
3,0,NA,NA,"RENT"
0,NA,9537,28.85,"RENT"
0,0,4854,13.33,"MORTGAGE"
1,0,NA,NA,"MORTGAGE"
0,0,2559,NA,NA
0,0,10977,24.72," "
1,0,28788,NA,"RENT"
0,1,8561,NA,"MORTGAGE"
0,0,27130,29.86,"n/a"
4,0,17360,21.58,NA
NA,3,NA,NA," "
0,0,13688,11.54," "
NA,1,6301,35.58,"RENT"
NA,0,6091,NA,NA
NA,0,12263,28.72," "
0,0,7870,NA,"n/a"
NA,0,NA,17.31,"MORTGAGE"
0,0,4282,26.9,"RENT"
0,0,NA,19.5," "
3,0,20133,15.14,"MORTGAGE"
1,0,33653,11.26," "
0,0,NA,0.82,NA
1,0,7825,NA,"RENT"
1,0,NA,12.85," "
1,0,NA,16.34,NA
0,0,32783,27.68,"n/a"
1,0,12727,NA,"OWN"
2,0,7563,28.02,"RENT"
0,1,10039,16.07," "
0,NA,22955,24.91,"MORTGAGE"
NA,NA,14031,18.91,"RENT"
2,0,NA,NA,"RENT"
0,0,43378,NA," "
0,1,21061,28.97," "
0,0,NA,28.41,"MORTGAGE"
2,1,NA,36.49,"MORTGAGE"
0,0,20438,NA,"OWN"
NA,0,14026,10.15," "
1,2,6715,26.95,"MORTGAGE"
0,0,3004,31.3," "
0,0,13046,15.06,"MORTGAGE"
1,0,NA,NA,"RENT"
1,0,34109,12.08,"RENT"
NA,0,4110,2.86,NA
0,0,24284,26.53,"OWN"
1,0,18692,6.58,"MORTGAGE"
1,2,4534,2.91," "
0,0,16045,24.95,"OWN"
0,0,NA,9.69,"n/a"
0,0,5050,9.47,"OWN"
0,0,54644,19.75,"MORTGAGE"
0,0,4594,9.93,"MORTGAGE"
NA,0,11432,NA,"RENT"
1,0,4611,1.34," "
2,0,18347,27.09,"OWN"
0,0,3849,18.86," "
1,0,8150,9.08," "
0,0,NA,18.28,"MORTGAGE"
0,NA,NA,1.1,"RENT"
0,2,3846,6.63,"MORTGAGE"
2,1,1412,8.47,"MORTGAGE"
0,1,3290,29.08,"RENT"
0,0,22911,16.62,NA
0,NA,19022,24.64,"RENT"
2,1,9278,NA,"n/a"
0,1,10630,10.72,"n/a"
1,1,3744,26.63,NA
0,0,7779,NA,"MORTGAGE"
NA,0,9645,38.79,""
0,0,1554,19.16,NA
1,0,13022,23.68,"MORTGAGE"
0,0,10181,22.15," "
1,0,26808,28.19," "
0,0,21614,25.38,NA
0,NA,42171,39.75,"OWN"
NA,0,30569,38.44,"n/a"
0,0,29612,20.18,"RENT"
1,0,28190,12.06,"RENT"
0,0,NA,7.92,"n/a"
1,0,4467,7.39,"RENT"
0,0,16572,NA,"n/a"
6,0,NA,NA," "
1,0,17551,NA,""
0,0,35122,NA,"MORTGAGE"
0,0,6260,16.7,"RENT"
0,0,30048,NA," "
0,1,NA,32.53,"MORTGAGE"
1,1,7682,NA,"RENT"
0,2,9112,NA,"RENT"
3,0,NA,2.48,"n/a"
0,0,NA,16.05,"RENT"
NA,0,6944,NA,"MORTGAGE"
1,0,14175,27.27,"OWN"
1,0,5929,NA," "
0,0,18200,5.76,"OWN"
0,NA,14013,20.39," "
NA,0,2415,11.68,"RENT"
3,0,4888,29,NA
1,0,1539,29.92,"RENT"
0,0,14597,18.38,"MORTGAGE"
NA,0,4400,11.68,"MORTGAGE"
0,3,9618,NA,"n/a"
